	Time	Channel 1	Channel 2	Channel 3	Channel 4
0	0.0	-0.75	-6.45384615385	3.04897959184	1.5
1	0.0005	-0.75	0.834615384615	0.183673469388	0.0555555555556
2	0.001	-0.75	-2.08076923077	3.04897959184	-2.83333333333
3	0.0015	-0.75	-9.36923076923	0.183673469388	-2.83333333333
4	0.002	0.7	3.75	-4.11428571429	0.0555555555556
5	0.0025	21.0	0.834615384615	3.04897959184	0.0555555555556
6	0.003	2.15	-2.08076923077	-4.11428571429	2.94444444444
7	0.0035	-0.75	0.834615384615	18.8081632653	1.5
8	0.004	-0.75	-2.08076923077	1.61632653061	1.5
9	0.0045	-9.45	-0.623076923077	3.04897959184	17.3888888889
10	0.005	-0.75	0.834615384615	-2.68163265306	-5.72222222222
11	0.0055	-0.75	-2.08076923077	18.8081632653	0.0555555555556
12	0.006	-0.75	-0.623076923077	15.9428571429	-1.38888888889
13	0.0065	-0.75	-0.623076923077	-6.97959183673	-7.16666666667
14	0.007	-0.75	0.834615384615	-1.24897959184	1.5
15	0.0075	0.7	-10.8269230769	3.04897959184	0.0555555555556
16	0.008	-3.65	16.8692307692	1.61632653061	2.94444444444
17	0.0085	21.0	-0.623076923077	-1.24897959184	-12.9444444444
18	0.009	-0.75	-2.08076923077	-1.24897959184	13.0555555556
19	0.0095	-0.75	3.75	4.48163265306	8.72222222222
20	0.01	-3.65	0.834615384615	7.34693877551	1.5
21	0.0105	-0.75	-7.91153846154	1.61632653061	1.5
22	0.011	0.7	8.12307692308	-1.24897959184	1.5
23	0.0115	-0.75	-6.45384615385	0.183673469388	1.5
24	0.012	-15.25	-0.623076923077	0.183673469388	-1.38888888889
25	0.0125	15.2	-0.623076923077	1.61632653061	-12.9444444444
26	0.013	0.7	-0.623076923077	-8.41224489796	-1.38888888889
27	0.0135	0.7	0.834615384615	17.3755102041	0.0555555555556
28	0.014	-2.2	0.834615384615	-1.24897959184	0.0555555555556
29	0.0145	-0.75	-10.8269230769	0.183673469388	0.0555555555556
30	0.015	2.15	18.3269230769	3.04897959184	-1.38888888889
31	0.0155	-8.0	-0.623076923077	1.61632653061	-1.38888888889
32	0.016	21.0	0.834615384615	1.61632653061	0.0555555555556
33	0.0165	-0.75	0.834615384615	3.04897959184	-8.61111111111
34	0.017	-2.2	-0.623076923077	-6.97959183673	1.5
35	0.0175	-0.75	0.834615384615	-5.54693877551	0.0555555555556
36	0.018	2.15	-3.53846153846	1.61632653061	0.0555555555556
37	0.0185	0.7	2.29230769231	1.61632653061	1.5
38	0.019	0.7	-3.53846153846	1.61632653061	0.0555555555556
39	0.0195	0.7	0.834615384615	1.61632653061	-1.38888888889
40	0.02	9.4	-0.623076923077	0.183673469388	1.5
41	0.0205	3.6	-0.623076923077	-4.11428571429	-1.38888888889
42	0.021	0.7	-0.623076923077	3.04897959184	0.0555555555556
43	0.0215	2.15	2.29230769231	-5.54693877551	-1.38888888889
44	0.022	-0.75	-9.36923076923	-2.68163265306	-2.83333333333
45	0.0225	0.7	-4.99615384615	1.61632653061	0.0555555555556
46	0.023	-12.35	0.834615384615	-1.24897959184	0.0555555555556
47	0.0235	-2.2	-2.08076923077	3.04897959184	-8.61111111111
48	0.024	-0.75	-0.623076923077	0.183673469388	-1.38888888889
49	0.0245	-3.65	0.834615384615	14.5102040816	0.0555555555556
50	0.025	-0.75	-2.08076923077	1.61632653061	0.0555555555556
51	0.0255	-0.75	-7.91153846154	1.61632653061	1.5
52	0.026	0.7	13.9538461538	0.183673469388	0.0555555555556
53	0.0265	0.7	0.834615384615	1.61632653061	-1.38888888889
54	0.027	-0.75	-0.623076923077	0.183673469388	1.5
55	0.0275	-5.1	-0.623076923077	-1.24897959184	-11.5
56	0.028	-0.75	-0.623076923077	3.04897959184	2.94444444444
57	0.0285	0.7	-0.623076923077	-5.54693877551	0.0555555555556
58	0.029	-2.2	-2.08076923077	1.61632653061	0.0555555555556
59	0.0295	-2.2	6.66538461538	0.183673469388	0.0555555555556
60	0.03	-0.75	-4.99615384615	1.61632653061	0.0555555555556
61	0.0305	-6.55	-0.623076923077	0.183673469388	0.0555555555556
