	Time	Channel 1	Channel 2	Channel 3	Channel 4
0	0.0	0.806779661017	-3.425	-15.575	-5.88620689655
1	0.0005	-3.47966101695	13.645	-4.175	-7.33793103448
2	0.001	-3.47966101695	-9.115	-2.75	-7.33793103448
3	0.0015	-6.33728813559	-4.8475	-4.175	-7.33793103448
4	0.002	-9.19491525424	-3.425	-2.75	-8.78965517241
5	0.0025	-7.76610169492	-2.0025	-2.75	-5.88620689655
6	0.003	-6.33728813559	-0.58	17.2	-2.98275862069
7	0.0035	-3.47966101695	5.11	-1.325	-10.2413793103
8	0.004	-4.90847457627	5.11	2.95	-1.53103448276
9	0.0045	-4.90847457627	2.265	4.375	-5.88620689655
10	0.005	-4.90847457627	0.8425	-8.45	-4.43448275862
11	0.0055	-2.05084745763	3.6875	0.1	-5.88620689655
12	0.006	-2.05084745763	-2.0025	-7.025	7.17931034483
13	0.0065	-0.622033898305	-3.425	-9.875	-5.88620689655
14	0.007	2.23559322034	-6.27	1.525	-7.33793103448
15	0.0075	0.806779661017	-0.58	11.5	-11.6931034483
16	0.008	3.66440677966	0.8425	17.2	-8.78965517241
17	0.0085	5.09322033898	2.265	-1.325	-0.0793103448276
18	0.009	7.95084745763	5.11	-5.6	-8.78965517241
19	0.0095	2.23559322034	0.8425	-15.575	-11.6931034483
20	0.01	0.806779661017	3.6875	-7.025	-7.33793103448
21	0.0105	2.23559322034	-2.0025	-1.325	-7.33793103448
22	0.011	9.37966101695	-9.115	-2.75	-7.33793103448
23	0.0115	10.8084745763	3.6875	4.375	-7.33793103448
24	0.012	-0.622033898305	-10.5375	5.8	-5.88620689655
25	0.0125	-2.05084745763	-6.27	5.8	-5.88620689655
26	0.013	-7.76610169492	0.8425	4.375	-7.33793103448
27	0.0135	-4.90847457627	-6.27	4.375	-7.33793103448
28	0.014	-6.33728813559	-9.115	1.525	-7.33793103448
29	0.0145	-4.90847457627	9.3775	0.1	-5.88620689655
30	0.015	-3.47966101695	-4.8475	-2.75	-4.43448275862
31	0.0155	-0.622033898305	-13.3825	-1.325	-10.2413793103
32	0.016	-0.622033898305	9.3775	1.525	-7.33793103448
33	0.0165	2.23559322034	-9.115	-1.325	-5.88620689655
34	0.017	-2.05084745763	-10.5375	0.1	-5.88620689655
35	0.0175	-4.90847457627	-7.6925	2.95	-8.78965517241
36	0.018	-13.4813559322	2.265	1.525	-7.33793103448
37	0.0185	-16.3389830508	0.8425	1.525	-11.6931034483
38	0.019	-0.622033898305	3.6875	0.1	-8.78965517241
39	0.0195	-10.6237288136	0.8425	-1.325	-8.78965517241
40	0.02	13.6661016949	-4.8475	-1.325	-1.53103448276
41	0.0205	10.8084745763	-3.425	-1.325	-5.88620689655
42	0.021	-0.622033898305	-2.0025	1.525	-0.0793103448276
43	0.0215	12.2372881356	-3.425	1.525	-7.33793103448
44	0.022	-14.9101694915	-0.58	1.525	-7.33793103448
45	0.0225	-9.19491525424	-0.58	2.95	-10.2413793103
46	0.023	-3.47966101695	0.8425	0.1	-4.43448275862
47	0.0235	-0.622033898305	0.8425	-1.325	-1.53103448276
48	0.024	-0.622033898305	0.8425	-1.325	-2.98275862069
49	0.0245	-0.622033898305	-0.58	-1.325	-7.33793103448
50	0.025	-7.76610169492	0.8425	0.1	-2.98275862069
51	0.0255	-4.90847457627	-2.0025	-1.325	8.63103448276
52	0.026	-3.47966101695	-4.8475	0.1	-5.88620689655
53	0.0265	-0.622033898305	-3.425	-1.325	-7.33793103448
54	0.027	-0.622033898305	0.8425	0.1	-5.88620689655
55	0.0275	-3.47966101695	2.265	-7.025	-11.6931034483
56	0.028	0.806779661017	3.6875	4.375	-7.33793103448
57	0.0285	0.806779661017	0.8425	2.95	-14.5965517241
58	0.029	7.95084745763	-7.6925	0.1	-7.33793103448
59	0.0295	7.95084745763	-4.8475	-9.875	5.7275862069
60	0.03	0.806779661017	-0.58	-1.325	7.17931034483
61	0.0305	-6.33728813559	-3.425	-8.45	-10.2413793103
62	0.031	-4.90847457627	-0.58	17.2	-14.5965517241
63	0.0315	-2.05084745763	-2.0025	8.65	-10.2413793103
64	0.032	-3.47966101695	2.265	14.35	-8.78965517241
65	0.0325	-4.90847457627	0.8425	17.2	-10.2413793103
66	0.033	-6.33728813559	0.8425	-4.175	-8.78965517241
67	0.0335	-6.33728813559	0.8425	-1.325	-10.2413793103
68	0.034	-4.90847457627	-0.58	-7.025	-7.33793103448
69	0.0345	-4.90847457627	2.265	4.375	-8.78965517241
70	0.035	-6.33728813559	-11.96	0.1	-7.33793103448
71	0.0355	-3.47966101695	-2.0025	0.1	-7.33793103448
72	0.036	-3.47966101695	-6.27	-1.325	-2.98275862069
73	0.0365	-6.33728813559	-10.5375	-1.325	-5.88620689655
74	0.037	-3.47966101695	0.8425	-2.75	-2.98275862069
75	0.0375	-0.622033898305	-13.3825	-1.325	-4.43448275862
76	0.038	2.23559322034	-6.27	0.1	-1.53103448276
77	0.0385	2.23559322034	-4.8475	2.95	-7.33793103448
78	0.039	5.09322033898	9.3775	1.525	1.3724137931
79	0.0395	9.37966101695	20.7575	4.375	-5.88620689655
80	0.04	3.66440677966	-2.0025	5.8	-0.0793103448276
81	0.0405	-0.622033898305	-6.27	2.95	-2.98275862069
82	0.041	2.23559322034	-16.2275	0.1	-0.0793103448276
83	0.0415	6.52203389831	10.8	-2.75	-2.98275862069
84	0.042	5.09322033898	3.6875	-4.175	-4.43448275862
85	0.0425	2.23559322034	6.5325	-4.175	-5.88620689655
86	0.043	-7.76610169492	-2.0025	-2.75	-7.33793103448
87	0.0435	-7.76610169492	-0.58	-1.325	-5.88620689655
88	0.044	-16.3389830508	2.265	-2.75	-4.43448275862
89	0.0445	-12.0525423729	5.11	0.1	-2.98275862069
90	0.045	-10.6237288136	3.6875	0.1	-4.43448275862
91	0.0455	-13.4813559322	-0.58	0.1	-4.43448275862
92	0.046	-13.4813559322	-4.8475	1.525	-2.98275862069
93	0.0465	-4.90847457627	5.11	2.95	-5.88620689655
94	0.047	5.09322033898	-3.425	-1.325	-5.88620689655
95	0.0475	-17.7677966102	-7.6925	-1.325	-8.78965517241
96	0.048	-14.9101694915	-4.8475	-1.325	-5.88620689655
97	0.0485	-10.6237288136	-2.0025	2.95	-16.0482758621
98	0.049	-9.19491525424	-4.8475	-8.45	-7.33793103448
99	0.0495	16.5237288136	-0.58	-21.275	-8.78965517241
100	0.05	13.6661016949	5.11	-24.125	2.82413793103
101	0.0505	13.6661016949	3.6875	-12.725	10.0827586207
102	0.051	15.0949152542	-2.0025	4.375	-14.5965517241
103	0.0515	10.8084745763	-6.27	8.65	-2.98275862069
104	0.052	0.806779661017	-4.8475	15.775	-5.88620689655
105	0.0525	5.09322033898	-4.8475	18.625	-5.88620689655
106	0.053	-0.622033898305	-2.0025	22.9	4.27586206897
107	0.0535	-9.19491525424	0.8425	2.95	-7.33793103448
108	0.054	-20.6254237288	2.265	8.65	12.9862068966
109	0.0545	-17.7677966102	5.11	1.525	-8.78965517241
110	0.055	-9.19491525424	-0.58	0.1	10.0827586207
111	0.0555	-7.76610169492	-0.58	15.775	-2.98275862069
112	0.056	-3.47966101695	-3.425	-2.75	-11.6931034483
113	0.0565	-3.47966101695	-2.0025	0.1	-2.98275862069
114	0.057	-9.19491525424	-3.425	22.9	-4.43448275862
115	0.0575	-7.76610169492	-2.0025	10.075	10.0827586207
116	0.058	-3.47966101695	-4.8475	5.8	-7.33793103448
117	0.0585	2.23559322034	-4.8475	-4.175	-2.98275862069
118	0.059	5.09322033898	-2.0025	-8.45	-5.88620689655
119	0.0595	7.95084745763	-6.27	-8.45	4.27586206897
120	0.06	3.66440677966	-9.115	-5.6	-7.33793103448
121	0.0605	7.95084745763	-17.65	0.1	-4.43448275862
122	0.061	5.09322033898	-4.8475	14.35	-2.98275862069
123	0.0615	0.806779661017	-3.425	15.775	-5.88620689655
124	0.062	2.23559322034	-9.115	12.925	-4.43448275862
125	0.0625	-0.622033898305	-0.58	4.375	-2.98275862069
126	0.063	-0.622033898305	6.5325	1.525	-2.98275862069
127	0.0635	-2.05084745763	3.6875	-4.175	-2.98275862069
128	0.064	-0.622033898305	13.645	-5.6	-4.43448275862
129	0.0645	-4.90847457627	-7.6925	-7.025	-4.43448275862
130	0.065	-6.33728813559	-3.425	-7.025	-5.88620689655
131	0.0655	-12.0525423729	3.6875	-8.45	-8.78965517241
132	0.066	-12.0525423729	17.9125	-11.3	-7.33793103448
133	0.0665	-7.76610169492	30.715	-5.6	-5.88620689655
134	0.067	-4.90847457627	-6.27	-1.325	-7.33793103448
135	0.0675	-2.05084745763	-10.5375	-2.75	-5.88620689655
136	0.068	-6.33728813559	-21.9175	-4.175	-5.88620689655
137	0.0685	-0.622033898305	-6.27	0.1	-8.78965517241
138	0.069	10.8084745763	-9.115	-1.325	-5.88620689655
139	0.0695	16.5237288136	-3.425	-1.325	-4.43448275862
140	0.07	15.0949152542	-9.115	0.1	-2.98275862069
141	0.0705	9.37966101695	-0.58	0.1	-4.43448275862
142	0.071	0.806779661017	0.8425	-1.325	-0.0793103448276
143	0.0715	12.2372881356	-4.8475	2.95	-2.98275862069
144	0.072	-13.4813559322	-4.8475	0.1	-4.43448275862
145	0.0725	-12.0525423729	-2.0025	-1.325	-1.53103448276
146	0.073	-2.05084745763	-2.0025	-1.325	-0.0793103448276
147	0.0735	-9.19491525424	6.5325	-1.325	-7.33793103448
148	0.074	16.5237288136	0.8425	-1.325	-1.53103448276
149	0.0745	20.8101694915	-2.0025	0.1	-4.43448275862
